timestamp_iso,task,language,language_version,algo,dataset_file,distribution,n,warmup_runs,rep_idx,time_ms,ok
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,6,0.007,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,7,0.007,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,8,0.008,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,9,0.007,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,10,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,11,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,12,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,13,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,14,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,15,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,16,0.007,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,17,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,18,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,19,0.009,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,20,0.007,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,21,0.007,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,22,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,23,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,24,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,25,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,26,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,27,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,28,0.006,true
2026-01-04T14:09:30,sort,rust,rust/0.1.0,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,29,0.009,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,0,0.020,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,1,0.024,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,2,0.021,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,3,0.020,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,4,0.019,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,5,0.019,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,6,0.018,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,7,0.019,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,8,0.022,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,9,0.021,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,10,0.021,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,11,0.022,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,12,0.022,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,13,0.023,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,14,0.019,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,15,0.026,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,16,0.028,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,17,0.023,true
2026-01-04T14:09:30,sort,cpp,c++20,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,18,0.024,true
